1	0.995573742739664	0.000874858026414	0.99486853574988	0.000874858026414	0.995573742739664	0.000874858026414
4	0.975207446506687	0.003632764339814	0.975207446506687	0.004293986087366	0.980837617983561	0.003632764339814
7	0.951958360534918	0.01127772357439	0.938415560029498	0.011993706013495	0.951958360534918	0.01127772357439
10	0.92374210936912	0.009794101256189	0.902378389023864	0.012063874650503	0.92374210936912	0.009794101256189
13	0.889360490197974	0.025591345903967	0.844718170904739	0.029016917976145	0.889360490197974	0.025591345903967






	



















