1	0.998628857263202	0.000244761219936	0.998611480411259	0.000244761219936	0.998628857263202	0.000244761219936
4	0.994325898966085	0.000569873444069	0.994325898966085	0.000621797735238	0.994564463061257	0.000569873444069
7	0.99106252630559	0.001505950552222	0.990554773359684	0.00161155106033	0.99106252630559	0.001505950552222
10	0.986790463368822	0.001578630808494	0.985394220952976	0.001549448672089	0.986790463368822	0.001578630808494
13	0.983104393073013	0.001262578364764	0.98112938753772	0.001516648438387	0.983104393073013	0.001262578364764







	



















